username profile,rate,date,reviews
addianaica,5,16-11-2022 05:38 AM,"Setelah keracunan ca2ca2, aku beli ini yang sachet dari semua varian. Ternyata paling suka sama aroma yang royal jelly ini, beli full size nya deh. kemasan 500ml, gede banget tapi murah doong, aku beli pas diskon tanggal kembar sekitar 79ribuan aja. Teksturnya krim, gampang banget diratakan di kulit kepala sampai ujung rambut. Petunjuknya sih dipakai dengan dibungkus anduk hangat sekitar 2 menit, tapi aku pakai kayak conditioner biasa aja sekitar 2-3 menit. Aku punya masalah kulit kepala, gampang gatal, kering, mengelupas seperti ketombe. Tapi juga cepet kerasa gerah, lembap dan bau gitu karena aku pakai hijab. Kalau rambut masalahnya kering, frizzy, rontok, kusut. Nah, sejak pakai ini kebantu banget. kulit kepala lebih lama segarnya, kelembapannya lebih seimbang, jadi ga mengelupas. rambut wangiiii banget, bisa kuat 3 harian wangi rambutnya. Lembut, gampang diatur, dan ga kusut pas disisir. Tapi ini bukan produk yang langsung menyembuhkan semua masalah kulit kepala aku yah, aku pernah nyoba skip ga pakai, ya balik lagi kulit kepala kering dan mengelupasnya. jadi ini jenis produk yang memang harus dipakai rutin untuk membantu mengatasi masalah selama beberapa hari sebelum keramas lagi pakai ini. Oiya, selama pakai ini, aku skip conditioner yah.."
Erarevina_S,5,07-11-2022 02:24 PM,"untuk rambut yg sering catokan dan curly aku saranin banget pakai masker yg ini, krna setelah pakai ini trus catokan rambut haluuuss banget dan gampang banget buat dicatok wanginya juga enak. dan buat rambut yg udh dicatok dan curly jadi tahan lama, kalau aku bisa sampai 5 hari rambut masih bagus"
mobrx,5,05-11-2022 01:57 AM,"pertama pake makarizo di beliin ibu eh aku malah ketagihan sampe repurchase 3×, rambut wavy dulu kering dan frizzy bgt gk keliatan wavenya sama sekali dan sekarang ngerasa ada perbedaan yg cukup signifikan..wangi creambathnya 3 hari di aku masih awet ^^"
NadiaAW,3,29-09-2022 11:49 AM,"Wanginya enak, tapi bikin rambut lembabnya biasa aja. Untuk ukuran dengan harga segini, bisa dibilang terjangkau. Nilai plus nya, gausah khawatir kalau kena kulit kepala karna emang bisa untuk kulit kepala juga. Unthk repurchase sepertinya mau berkelana ke hair mask lainnya dulu deh"
alniwidayanti,5,28-09-2022 04:43 PM,"Aku pakai Makarizo Fibertherapy gegara dikasih gift pas beli lipcare di shopee. Aku iseng aja pake makarizo ini wkwk. Pas pertama kali pake, waduh kok enak bgt di rambut aku. Itu aku dikasihnya yg sachet ya, dan 15ml tu pas buat rambut panjang aku. Pemakaiannya cuma 5menitan, aku pijit2, aku bilas. Asli uaaaaluuussss nemen rambutku gak bohong padahal rambutku tipe kering ngembang. Dan wangii bgt kayak habis dari salon 😭 kelar first impression langsung beli 10sachet wkwk."
dyaulyah,5,21-09-2022 04:06 PM,"Bener2 suka banget sama product ini, aku pertama kali beli yg sachet dulu. Yg sachet kecil aja cukup banget 3x pakai buat rambut aku panjangnya medium ini. Halus banget hasilnya dirambut, terus baunya juga wangi dan tahan lama banget. Beneran worth it banget 🤗 kalian harus coba sih ini"
Ren_Sar,3,06-09-2022 05:54 AM,"Creambath ini sebenernya bagus. Wangi dan melembutkan juga. Tapi sayang, di saya gak cocok. Setiap x saya pakai setelah keramas, kulit kepala saya jadi panas dan rambut jadi rontok gila2an. Padahal saya pakai dr pertengahan rambut hingga ujung doank. Tidak kena kulit kepala sama sekali. Mungkin creambath ini tidak untuk saya. Padahal harganya terjangkau dan wangi bgd. "
deedeeani,5,23-08-2022 11:57 AM,"Selama aku pakai ini produk rambut aku lembut dan mudah di tata , buat aku yang ga mau ribet dan harga produk ini terjangkau banget , ini produk cocok buat jenis rambut aku yang kering dan ngembang dan buat memperbaiki rambut aku yg kalo ada yg rusak setelah smoothing jadi ngebantu banget banget ngerawat rambut."
Tarisaaul12,4,22-08-2022 04:19 AM,"Wah ini the best bngt ni produk yang satu ini, bikin rambut jadi lebih lembut dan berisi dan halus, sejauh yang saya pakai sih nyaman aja ini rekomendasi bngt buat yang rambutnya suka mudah kering ini solusi yang tepat, wkwk anjay mabar slebeew"
febbyfcm,5,04-08-2022 01:24 PM,"Hair mask kesukaan sedari duluuu! Paling cocok sama makarizo doang. Bikin rambut jadi lebih lembut dan halus setelah keramas, ini ngebantu banget buat rambut aku yang hampir tiap hari dicatok atau dikeringin pakai hairdryer. "
tiarashafr,5,03-08-2022 03:12 AM,"gaada yang bisa ngalahain creambathnya makarizo!!!! setelah creambath rambut aku halus banget, rambut jadi ga kusut padahal aku udah dibleaching beberapa kali, ga bikin rambut lepek, wanginya enak banget bisa tahan kira-kira 3 harian"
radhwl,5,21-07-2022 08:33 AM,"Pertama kali coba, produk ini wanginya enak bangett. Setelah dipakai, rambut bener2 terasa lembut banget, mudah diatur dan wangi banget 😭😭😭. Oiya type rambut aku virgin, belum pernah diwarnai atau dikasih obat smoothing gitu2 yaa, semoga membantu."
dichaw,4,10-07-2022 09:38 AM,"Aku suka sama hair mask ini, selain karena harganya yang affordable, efeknya sangat terasa dirambutku. Aku biasa pakai seminggu 1-2 kali tergantung kebutuhan🤣 First try setelah dibilas, lembutnya masih berasa sampai 3 hari! Jadi gak perlu khawatir lembutnya cuma hari itu doang😂 Yang aku kurang suka cuma wanginya, kurang cocok di aku yang prefer floral atau fresh scent. Untuk hair mask ini lebih ke aroma rempah, tapi nggak begitu aneh juga🤭"
nramadhanis16,4,19-06-2022 03:09 PM,This works just good as this should. Emang bikin rambut tuh lebih hydrated and smooth but not as good as my favorite conditioner nor varian yang rasa melonnya. Personally aku ga suka bau nya meskipun dia wanginya awet 3 harian gitu. But still lebih milih pake contioner sama hair vitamin atau ga varian yg melon di banding yang ini.
lailaariw,5,17-06-2022 07:04 AM,"kayaknya makin kesini kita gabisa cuman sampoan aja biar rambut tida seperti singa mudah ditata. ya walaupun ga megar paling tidak dia ga kusut kalo disisir pake jari. ini paling enak sih ngelembutin, jd setelah keramas rambut alus bgt disisir pake jari jg enak. cuman saya lagi cari produk untuk rambut rontok."
valentiadefrin,5,15-06-2022 03:59 PM,"Suka banget sihh sama wanginya, dan emang bikin halus banget... tapi kekurangannya lantai kamer mandi jd bener2 licin, suka dimarahin mama 😂 tapi jujur sih, overall baguss banget sih iniii 🥺🥺😭😭😭"
calkyrie,5,14-06-2022 11:39 AM,"Hair mask langganan dari dulu, aku udah pake ini lama banget. Gak ngasih hasil yang signifikan buat jangka panjang sih, tapi aku suka setelah pake ini selalu jadi lembut jadi bikin gampang styling rambut, wanginya juga enak banget dan tahan agak lama."
Leanin,4,30-05-2022 08:20 AM,"sebenernya baru akhir akhir ini suka banget sama hair creambath makarizo yang ini. sebelum sebelumnya karna kondisi abis rontok dan helai rambut aku berubah jadi kering banget, produk ini ga ngefek apapun😂 tapi akhir akhir ini setelah aku ngerasa rambut aku mulai sehat lagi, produk ini bikin rambut aku jatuh banget kagettt setelah drama sempet ga ngefek. cuma karna roots aku oily, pasti sehari setelah keramas roots atas aku mulai oily tapi batangnya masih halus jatuh. aga love hate sama produk ini😩"
tarinaraffa,5,27-05-2022 06:54 AM,masker rambut paling bisa bikin rambut jinak tanpa ada rasa lepek! mana wanginya wangi bangett semua variannya gada yg ga wangi! suka semuaa. beda varian pasti beda juga fungsinya. tp gada yg bikin rambut ku rontok kalo abis pake ini. sukaaa dan akan selalu beli🥰 walaupun pas dibilas agak agak licin jd susah mastiin udh bersih apa blm nya😥 tp suka sih krn rambut ku ga rontok aja kl pake ini dan gampang disisir🥰🥰🥰
cherryscoke,1,27-05-2022 06:10 AM,"kalo dipake baunya wangi dan aga tahan bbrp hari pertama kali pake ini tuh halus tapi besoknya itu tuh rambut aku kering banget ga tau kenapa trs ini juga bikin rambut aku ngembang sama ketombean, huhuhu sedih bngt padahal wanginya enak banget tapi rambut aku jadinya kering"
cecilion,5,25-05-2022 08:13 AM,"masker yang ramah kantong, wangi banget dan tahan lama, dari semua variannya aku paling suka ini! karena hasilnya bikin rambut jadi lembutttt banget!!!!!! dan bisa banget dijadiin pengganti conditioner kalo rambutnya kering, emang awal pemakaian agak strong tapi lama kelamaan jadi lembut banget! sukak!"
fayiz,5,18-05-2022 02:37 AM,"Murah, isinya banyak, gampang didapat, wanginya enakkk banget. Dia bikin rambut jadi halus banget, ngurangi rambut kering juga. Kalo beli yang sachet harganya under 10k dan bisa beberapa kali pake kalo rambutnya ga terlalu panjang. FAVORIT DEH!"
Linamrdn,5,09-05-2022 01:32 PM,"Andalan banget, mana murah, online offline gampang dicarinya. Efek ngurangin rontoknya sih kerasa di aku. Wkt itu memang lagi menyusui jd sering bgt rontok rambut yg sampe bnyk banget. Dan menurutku ngaruh buat ngurangi meskipun ga sampe ilang total rontoknya. Rambut jg makin halus, pas coloring jg ngebantu banget ngurangin kering karena efek coloring"
nblksm,5,05-05-2022 12:18 PM,"Hair mask favorite sejuta umat sepertinya. Gampang dicari dimanapun dan affordable banget. Tekstur hair masknya lembut, wanginya yang varian ini juara banget karena manis dan tahan lama. Untuk maintenance rambut yang kering ini lumayan oke. After permakaiannya rambut jadi lebih halus, lembut, dan berasa sehat. Yang punya masalah rambut kering dan bercabang bisa treatment ini dengan harga yang super murah. 👍🏻"
Hanna_jocelyn21,3,30-04-2022 12:32 PM,"Harga murah, gampang dicari nya.. dia wangi madu manis ya sesuai varian tapi nyerengseng nyegrak gitu loh:v Kalo pake ini adek ku kadang suka marah saking nyengat nya ini creambath.-. Kalo hasilnya ya seperti biasa, lembut halus ngga kasar, tapi bikin ketombean.-. Enaknya sih dia ga bikin rontok rambut"
meilanisa,4,28-04-2022 09:43 AM,"creambath untuk rambut kering, aku pakai ini seminggu sekali sehabis keramas, rambut setengah basah langsung pakai, tunggu sampai 5 menit. habis pakai ini rambut jadi halus banget, wanginya juga enak tahan sampai seharian. di aku biasa saja..."
Keziah,2,22-04-2022 03:32 PM,"di aku gak perubahan yang baik, rambut aku gak jadi lembut pake ini yaah biasa aj, baunya gak ada sih gak gangguan, cuman kerasa lebih ringan, gak lepek, gak menyebabkan rontok, gak menyebabkan ketombe, pake ini setelah keluar, kena angin gitu malah jadi kusut, ngrmbang"
se_hachi,3,20-04-2022 05:18 AM,"aku sensitif sama aroma dan menurutku ini aromanya kuat banget dan aku nggak cocok bikin pusing. Sayang sekali padahal bikin rambutku lebih halus, efek menghaluskannya lebih kerasa daripada varian yang lain."
anastasianovita88,4,19-04-2022 02:47 PM,"Dpt harga promo diskon 26% jd sekitar 3k saja utk ukuran paling kecil. Wanginya super semerbak tp aku berasa lembab bgt krn royal jellynya. Utk di rambut sih, ya dia memang bikin lembut sih tp nanti kalo udh keramas berikutnya ya balik lg kyk tekstur rambut kita di awal. Overall, worth to try and repurchase."
winda_julianti,5,15-04-2022 06:24 PM,"sebetulnya aku dah gabisa berkata2 lg buat review produk ini krn andalan bgt sih buat yg punya rambut kering kayak aku... aku pake ini biasanya seminggu 2x... ini tuh wangiii banget, bikin rambut jd halus dan gampang diatur berasa macam habis dr salon gt, yg bikin tambah cinta lg ini tuh gak bikin rambut ngembang ❤"
jaswanzzzzz,5,09-04-2022 07:37 PM,"Pake produk ini sebenernya udah dr jaman SMA, dan skrg udah kuliah smt akhir🙂 makarizo ini bener2 bikin rambut lembuttt banget. Kemarin rambut aku sempet agak kasar karena emang dibleaching dan selama kuliah emg ga serajin jaman sekolah ngerawat rambutnya. Trs pas cat rambut lagi rasanya kering banget dan aku creambath dengan produk ini. Udah 2 hari dan rambut aku msh bener2 halusss. Untuk masalah wangi sbnrnya ga tahan lama sih. Tapi tetep bakal selalu repurchase produk ini karena bener2 melembutkan rambut aku yg kering krn dibleach."
DwiJulia,5,19-03-2022 11:01 PM,"Sukaaaaaaaaa banget pokoknya sama yg satu ini. Bener2 wangi, kek yg semerbak banget aja gitu, aku kerja di pabrik, cape+panas+gerah banget pastinya, dan kalo diaku sih ga bkin lepek ya, dan wanginya masih tetep bertahan. wow!! dia jadi penyelamat banget disaat badan dan baju aku yg udah ga ada wanginya sama skali krna panas, tp kalo pake ini jadi ada sliwe sliwer wanginya. bikin rambut gampang diatur dan lembut❤️❤️❤️❤️❤️❤️"
Filoniapandia,5,18-03-2022 11:26 PM,Bekerja sesuai fungsinya sebagai conditioner. Melembabkan dan wangi. Teksturnya kental dan gampang diusap di rambut. After use-nya rambut jadi lembut. Tapi masih ada produk dengan efektifitas serupa dengan harga yang lebih terjangkau.
aness,4,11-03-2022 02:17 PM,"sukaaaakk, ini tu bener bener definisi dari ngelembabin gituuu huhu<3 awalnya aku fikir ini buat bikin rambut ngembang jadi jatuh ternyata cuman sekedar ngelembabin doang. wanginya enak bgt, cinta:(( kalo bs makarizo hair energy scensations nya dibikin dong yg aroma royal jelly gini hehe. repurchase? mungkin pgn coba varian yang lain aja dulu deh hihi^^"
satufrakhulfirmanazhoma,5,11-03-2022 07:49 AM,"Ini cocok banget buat jadiin hair mask sehari2 utk rambut yg super kering. Dibanding sama makarizo texture strawberry aku lebih cocok sm yg ini utk nglembabin rambut. Bikin cepet panjang juga kalo rutinin pake. Hasilnya rambut jadi lembut, lembab, ternutrisi."
annisawira66,5,10-03-2022 08:48 AM,"Hair mask ini wanginya ga semerbak tapi awet. If you guys are expecting an instant result, bisa dibilang ini bukan pilihannya. Tapi for a long run, ini bagus buat memperbaiki rambut kalian apalagi yang frizzy"
Destavn,4,09-03-2022 02:26 PM,"Wanginya enak...tapi lebih enak kiwi menurutku. Lumayan ampuh hilangin scalp, berasa wangi melonnya, lumayan awet, lumayan nyegerin kepalaku dan bikin rambut lembut. 1 bungkus gini biasa aku pake buat 2-3x karena rambutku tipis dan gak terlalu panjang. Makarizo ini banyak dijual dipasaran untuk harganya pun terjangkau."
Anisehun,5,08-03-2022 11:12 AM,"biasanya kalau lg pengen creambath pasti pilih makarizo, buat rambut wangi tahan lama, dan lembuuut bangeeet,, aku biasanya beli sachet an di minimarket krn lebih murah dan simple aja gak perlu gede2, tekturnya padat lembut creamy wanginya enak banget"
cashmerejumper,2,05-03-2022 04:51 AM,"aku beli ini karena tertarik reviewsnya di fd bagus"" jadilah aku beli langsung jar-nya yg 500g krn emg naro ekspektasi setinggi itu. pertama kali pake, wahhh wanginyaaaaa semerbakkk tahan sampe 3 hari ga ilang"" enak bgt baunya manis"" gitu, tapi pemakaian ke 2, 3, dst baunya kok ga se-semerbak pas pertama kali make, malah hampir gaada baunya. jujur, agak nyesel beli lgsg se-jar krn isinya banyak bgtt. dan menurutku dari segi manfaatnya jg ngga terlalu ngaruh di aku. repurchase? i'll pass on this one"
takacchi,3,01-03-2022 03:07 AM,"beli ini karena rambut aku kering parah dan bercabang , ya i know ini masker nggak buat bercabang cuman ku ingin rambut ku ternutrisi dan mendingan lah ya. aku pake ini ada kali sachetan 5 dan jar 1 jadi dah cukup yakin buat review. teksturnya cream warna pink ( errr maybe kayak warna ikan salmon gt pink ada orange nya dikit ) dan mudah di apply di rambut , wanginya idk kayak bau melon tapi ada bau madu nya dikit ( samar2 sih) . aku pake dr kepala sampai ujung rambut . karena rambut aku panjang jadi agak lumayan boros. di bilas nya ya lumayan , harus benar benar bersih. hasil di aku ya rambut nya lumayan lemes alias gampang di atur , rambutku jadi lebih agak sehatan , wangi nya kalau si aku tahan 3 harian. untuk kurangin rontok nggak kelihatan sih .cuman satu yg aku sebel pake ini kok jadi gampang ruwet gt kayak apa ya kayak nyangkut2 gt. repurchase : maybe bakal ganti varian lain deh ."
Gunawantk,2,28-02-2022 03:10 PM,"Kata orang orang bagus, langsung kepo beli yang kemasan besar , dan ternyata enggak ngefek sama sekali di rambut ku . Malah lebih ngembang di hari pertama , dan lepek banget di hari ke dua……………………………."
jesselinw,5,27-02-2022 02:05 PM,"Wangi bangeeeet! dan juga rambut aku jadi lembut banget setelah pakai ini. Untuk wanginya dia stay seharian sih, kadang pas bangun tidur juga wanginya langsung kecium. Terus rambut aku jg ngga gitu cepet lepek kalau pake ini!!. Kalau untuk rontok jg dia ngga ngebantu bgt sih, tapi aku recommend karena dia wangi & ngelembutin rambut bgt"
Frauezore,5,27-02-2022 12:45 PM,SUKA BANGET NGET NGET. Gila sih ini serum satu. SEWORTH IT ITU. Rambut aku curly dan dicat bahkan dibleach dan setelah pakai serum ini. Dia gak ngerusak curly tapi mempertahankan curly aku. Seneng banget ini serum kaya penyelamat rambut curly aku yang dicat.
Dhiacans,5,10-02-2022 12:54 PM,"pertama kali coba awalnya takut ga sesuai ekspektasi, ehh ternyata ini bagus dan cocok di aku. rambut aku tuh padahal udah hampir ga ketolong karna asalnya gampang diatur dan jatuh banget tapi grgr diwarnain jadi rusak huhu. akhirnya coba ini dan bagus dong. dia cukup baik di rambut aku jadi lebih lembut dan wanginya enak. dia jga bertahan lama gtu wanginya. Poko nya bagus xixi. aku rekomendasiin banget ini:)"
